loss,grad_norm,ndcg_100,ndcg_500,ndcg_1000,pearson,spearman,hit_100,hit_500,hit_1000
0.06408525627773187,0.09409552362666439,0.6922827614038403,0.7281783964856319,0.6933088107257512,0.7078601,0.77524627717585,0.011029411764705883,0.05185294117647058,0.09204411764705883
0.0580652683930493,0.06050204197235393,0.868297969938388,0.8079465365519825,0.7369848788539949,0.7029792,0.7829730578492545,0.0005882352941176471,0.03526470588235294,0.08705882352941176
0.05588974106952866,0.056076661712675065,0.88264095410801,0.8909161380577049,0.8803572896041048,0.62754816,0.7885657493922034,0.0010294117647058824,0.013705882352941177,0.04413235294117647
0.054335763723832635,0.05530133055544448,0.888313406945029,0.8982244705222132,0.9059593920015876,0.6498537,0.7965617303617039,0.00014705882352941178,0.009147058823529413,0.05407352941176471
0.05286783528971457,0.0555891291603862,0.9289112026579167,0.9286348903949525,0.9259442043250643,0.6311073,0.8042470579692145,0.02176470588235294,0.05191176470588235,0.05576470588235295
0.05129651110833404,0.05844191725141015,0.9156420222754847,0.9194787697011898,0.9174068924910667,0.65779334,0.8073691750449138,0.0011764705882352942,0.03635294117647059,0.045544117647058825
0.05007215334815149,0.05241922722832714,0.931854266190658,0.9279108693310582,0.9253251178411067,0.6273424,0.8113358010425233,0.02058823529411765,0.028411764705882355,0.04552941176470588
0.04885253945766216,0.049313715250768095,0.934698532558174,0.9319132411439577,0.9333727379045931,0.6002368,0.8164407899848554,0.021764705882352943,0.031176470588235288,0.05105882352941177
0.047901538988248074,0.04679605038760135,0.9315647859135701,0.9291446690170709,0.9322835411257271,0.47012857,0.8192625286096665,0.02161764705882353,0.04267647058823529,0.05999999999999999
0.04698404836145723,0.04512200465698058,0.9311444923770353,0.934597604198195,0.931826781660691,0.61330307,0.8224670441001828,0.020882352941176473,0.03441176470588235,0.04767647058823529
0.04618148537649359,0.045811124317262364,0.939845607340756,0.9324505323388764,0.9297713371784362,0.5703221,0.8229446322220315,0.054705882352941174,0.11432352941176471,0.1015
0.045331628315689036,0.045165011653147506,0.9426552758250604,0.9398519898760521,0.9352633146222462,0.65933484,0.8259226656497941,0.032352941176470584,0.056088235294117654,0.05927941176470588
0.04426498620576655,0.04338807708695409,0.9425930370985924,0.9426515938573319,0.9410750863614201,0.69362086,0.8271605283566714,0.028529411764705886,0.08029411764705881,0.09636764705882353
0.04386778045996216,0.03984188349926707,0.9422300637257597,0.9426430661820809,0.9417445721774246,0.49401626,0.8308990022023515,0.02882352941176471,0.09352941176470587,0.12358823529411767
0.04326412723856949,0.03819426717404857,0.9414395917283019,0.9441574071965604,0.9395712651661929,0.5645498,0.8311598982906708,0.024999999999999998,0.1361176470588235,0.14911764705882355
0.04270431106032311,0.03736849985282703,0.946726048895655,0.9385684876738036,0.9368532714150402,0.27023378,0.8342407862519297,0.036470588235294116,0.08135294117647057,0.07945588235294117
0.04214934057178364,0.03508499773962451,0.9511351201531957,0.944054443408182,0.9354365552606854,0.351752,0.8348557516280167,0.06029411764705883,0.15173529411764708,0.1523823529411765
0.04184831447489498,0.03390568320154654,0.9311682755454828,0.9317721718640509,0.9368320717400386,0.34912905,0.836027975865176,0.05338235294117648,0.16041176470588234,0.19498529411764703
0.04152892609486243,0.03297232232425111,0.9636880150293036,0.952335390474677,0.9440660417350228,0.44582045,0.836105775391315,0.1301470588235294,0.20517647058823527,0.17745588235294119
0.04134802789425811,0.03157313628357717,0.9659585884153197,0.9535215055586174,0.948048521980004,0.34432918,0.8362672404559596,0.13941176470588235,0.22847058823529412,0.2255
0.04101668802137396,0.03163126314728718,0.9669562703419866,0.9492422236879501,0.9421868795394852,0.5447716,0.8354405311634894,0.14205882352941174,0.22373529411764706,0.19054411764705884
0.04083825788217519,0.0314016150607313,0.9707576219450559,0.9615805709857459,0.951616558271497,0.48713577,0.8383897172244676,0.15294117647058827,0.24485294117647058,0.18723529411764708
0.040408644265509004,0.0311222338134481,0.9696656227792253,0.9589868208903805,0.9521376922635106,0.44096825,0.8388351285650456,0.15573529411764708,0.2161764705882353,0.16505882352941173
0.04025046417125683,0.03046137360895698,0.9699665531967611,0.9613026227397631,0.9541255362500368,0.40701076,0.8395054032096307,0.14926470588235294,0.23449999999999996,0.1543676470588235
0.040148211927543136,0.03123635647754217,0.9739726709246028,0.962367639335248,0.9529157538960795,0.500883,0.8395589920457199,0.17250000000000001,0.2352647058823529,0.18098529411764708
0.040171989805580455,0.030408688810193676,0.9730550338412767,0.9628872480442944,0.9564489972804002,0.4388532,0.8385202105010939,0.1685294117647059,0.2453235294117647,0.17539705882352946
0.039822838186593774,0.03014679109809189,0.9732491621525244,0.9608595450284163,0.9477547531894942,0.32835895,0.8404196831291746,0.17191176470588238,0.26355882352941185,0.24639705882352939
0.03985141777113838,0.03285844704634793,0.9697699854537403,0.9582658519353467,0.9529409444825139,0.3671516,0.8391265359646511,0.15308823529411764,0.19147058823529414,0.14004411764705882
0.039564201912624004,0.032283196797707595,0.9748199811784216,0.9637164737584567,0.9567110933391763,0.38901824,0.8388666981738562,0.175,0.25261764705882356,0.1736323529411765
0.039481270392325955,0.03150075058527719,0.9747192533388344,0.9629786992011146,0.953976836047877,0.41219768,0.8409612481527993,0.18191176470588233,0.24961764705882347,0.19873529411764704
0.03927415285690738,0.030719673086710163,0.9745790068010713,0.9603918681515933,0.9539077089375319,0.43495372,0.8404503010049865,0.17308823529411765,0.2639705882352941,0.22663235294117645
0.03926742962165468,0.03048199334155848,0.9750525811488375,0.9659902616944362,0.9593163800476243,0.39075908,0.8414050935729472,0.18102941176470588,0.27652941176470586,0.1958529411764706
0.039271016969163526,0.030284412905622782,0.9742994524299222,0.9621051255581861,0.9556238746071323,0.38963366,0.8402025121104527,0.17970588235294116,0.24923529411764705,0.17135294117647054
0.0388986236493796,0.02925932286873044,0.9743697998229088,0.9644715719301741,0.9579293540769624,0.4184119,0.8410120336916207,0.17323529411764707,0.26532352941176474,0.1788823529411765
